x1,y1,x2,y2,confidence,class_id,class_name
447.17,383.40,512.16,469.43,1.00,0,bicycle
480.38,376.60,526.42,456.60,1.00,0,bicycle
550.26,358.74,612.29,430.45,1.00,0,bicycle
568.15,363.93,568.45,364.24,1.00,0,bicycle
518.11,201.30,583.94,282.26,1.00,0,bicycle
544.94,204.28,600.84,289.69,1.00,0,bicycle
567.39,224.71,606.75,293.41,1.00,0,bicycle
584.32,228.53,625.11,294.61,1.00,0,bicycle
589.09,356.03,635.31,423.59,1.00,0,bicycle
569.60,357.39,617.21,427.34,1.00,0,bicycle
499.35,427.19,516.67,446.08,1.00,1,saddle
521.39,415.65,532.41,432.96,1.00,1,saddle
602.74,380.48,614.28,394.13,1.00,1,saddle
630.03,372.61,639.48,387.83,1.00,1,saddle
575.12,236.16,582.99,253.72,1.00,1,saddle
590.86,247.97,597.82,261.90,1.00,1,saddle
615.69,267.65,624.47,278.85,1.00,1,saddle
442.67,224.62,446.87,224.62,1.00,1,saddle
