x1,y1,x2,y2,confidence,class_id,class_name
176.02,54.63,205.86,89.62,1.00,1,saddle
3.59,272.23,54.95,306.90,1.00,1,saddle
3.59,328.88,39.10,371.99,1.00,1,saddle
30.22,459.08,73.98,502.19,1.00,1,saddle
44.17,542.77,86.66,575.75,1.00,1,saddle
452.79,346.54,484.51,380.54,1.00,1,saddle
438.48,275.22,466.47,305.90,1.00,1,saddle
378.78,124.29,410.67,151.66,1.00,1,saddle
401.79,167.40,432.87,196.44,1.00,1,saddle
483.27,527.32,518.10,558.00,1.00,1,saddle
154.50,65.10,311.12,202.06,1.00,0,bicycle
330.78,71.86,474.08,228.27,1.00,0,bicycle
283.86,206.29,425.26,310.28,1.00,0,bicycle
375.80,135.90,503.17,237.57,1.00,0,bicycle
378.34,240.39,542.97,330.57,1.00,0,bicycle
392.46,277.71,547.95,398.78,1.00,0,bicycle
437.24,428.64,596.46,558.84,1.00,0,bicycle
7.40,534.78,172.28,639.15,1.00,0,bicycle
0.00,481.06,161.48,576.59,1.00,0,bicycle
0.00,429.47,161.09,510.74,1.00,0,bicycle
0.00,267.76,133.72,325.50,1.00,0,bicycle
0.00,162.33,107.58,221.51,1.00,0,bicycle
0.00,98.92,126.60,167.40,1.00,0,bicycle
313.02,0.00,435.40,130.20,1.00,0,bicycle
20.52,78.68,40.43,99.41,1.00,1,saddle
3.73,315.85,116.93,392.15,1.00,0,bicycle
313.47,243.71,338.97,275.22,1.00,1,saddle
1.24,153.31,21.77,174.88,1.00,1,saddle
