x1,y1,x2,y2,confidence,class_id,class_name
6.13,76.09,42.27,106.53,1.00,1,saddle
0.00,147.95,21.98,174.16,1.00,1,saddle
14.31,194.45,41.64,228.78,1.00,1,saddle
15.55,276.88,44.16,305.21,1.00,1,saddle
10.57,337.42,32.96,367.77,1.00,1,saddle
38.56,466.78,69.04,498.30,1.00,1,saddle
43.54,548.88,81.58,573.21,1.00,1,saddle
453.41,350.68,486.38,381.37,1.00,1,saddle
181.14,322.96,214.74,377.91,1.00,1,saddle
401.16,166.55,434.13,193.95,1.00,1,saddle
477.67,426.15,511.88,454.34,1.00,1,saddle
481.40,524.00,514.36,558.84,1.00,1,saddle
158.94,211.36,262.30,429.49,1.00,0,bicycle
278.15,192.76,423.99,309.43,1.00,0,bicycle
359.49,145.85,510.01,254.49,1.00,0,bicycle
316.83,0.00,439.84,142.88,1.00,0,bicycle
377.70,239.56,543.60,323.80,1.00,0,bicycle
387.85,284.34,531.16,392.29,1.00,0,bicycle
411.94,378.88,572.21,458.23,1.00,0,bicycle
440.48,424.49,596.46,564.76,1.00,0,bicycle
0.00,495.43,158.31,579.13,1.00,0,bicycle
0.00,429.49,151.97,504.73,1.00,0,bicycle
0.00,186.84,126.60,250.34,1.00,0,bicycle
0.00,99.76,134.21,166.55,1.00,0,bicycle
0.00,162.44,102.62,200.58,1.00,0,bicycle
312.23,247.85,340.21,271.90,1.00,1,saddle
0.00,261.95,133.72,300.10,1.00,0,bicycle
436.62,276.88,470.20,313.37,1.00,1,saddle
