x1,y1,x2,y2,confidence,class_id,class_name
481.06,523.33,517.20,565.60,1.00,1,saddle
477.25,421.03,516.57,459.92,1.00,1,saddle
449.35,343.25,490.57,393.98,1.00,1,saddle
434.13,268.85,479.15,322.11,1.00,1,saddle
399.26,163.17,441.11,204.60,1.00,1,saddle
42.91,546.16,89.19,580.82,1.00,1,saddle
25.15,462.46,70.81,503.88,1.00,1,saddle
12.47,277.30,47.34,307.74,1.00,1,saddle
13.74,203.75,42.27,237.57,1.00,1,saddle
8.67,82.01,45.44,106.53,1.00,1,saddle
205.87,482.54,237.59,534.78,1.00,1,saddle
0.00,98.07,129.14,159.79,1.00,0,bicycle
0.00,195.30,127.24,254.48,1.00,0,bicycle
0.00,261.24,136.12,322.11,1.00,0,bicycle
0.00,313.66,116.46,368.61,1.00,0,bicycle
0.00,419.34,161.48,503.04,1.00,0,bicycle
0.00,492.89,153.87,567.29,1.00,0,bicycle
193.18,377.07,256.59,640.00,1.00,0,bicycle
274.35,203.75,423.99,317.89,1.00,0,bicycle
308.59,0.00,425.26,96.38,1.00,0,bicycle
344.10,60.87,491.84,194.45,1.00,0,bicycle
369.46,213.05,560.32,327.19,1.00,0,bicycle
394.19,286.61,587.58,396.51,1.00,0,bicycle
417.65,368.61,579.34,459.92,1.00,0,bicycle
439.21,429.48,585.68,559.68,1.00,0,bicycle
11.20,331.61,29.85,365.61,1.00,1,saddle
1.87,152.48,20.53,169.90,1.00,1,saddle
313.47,247.02,340.21,270.24,1.00,1,saddle
383.13,87.80,407.39,120.97,1.00,1,saddle
