x1,y1,x2,y2,confidence,class_id,class_name
12.47,293.37,32.76,328.03,1.00,1,saddle
45.44,292.52,79.68,333.95,1.00,1,saddle
146.26,230.81,173.53,287.45,1.00,1,saddle
86.02,135.27,112.66,183.46,1.00,1,saddle
61.38,136.97,84.91,178.79,1.00,1,saddle
245.81,189.38,278.15,238.41,1.00,1,saddle
288.93,101.45,323.80,171.62,1.00,1,saddle
330.78,254.48,355.51,295.06,1.00,1,saddle
426.53,258.71,458.23,306.90,1.00,1,saddle
486.13,115.83,504.52,170.78,1.00,1,saddle
542.56,120.90,559.05,165.71,1.00,1,saddle
566.66,272.23,595.19,312.81,1.00,1,saddle
101.88,563.06,126.61,597.73,1.00,1,saddle
335.22,589.27,365.02,635.77,1.00,1,saddle
382.14,224.89,408.77,272.23,1.00,1,saddle
159.58,102.30,227.42,347.48,1.00,0,bicycle
217.28,82.01,298.44,317.89,1.00,0,bicycle
288.30,0.00,323.17,256.17,1.00,0,bicycle
311.12,91.31,368.82,361.85,1.00,0,bicycle
358.30,101.99,405.36,339.60,1.00,0,bicycle
407.25,119.21,450.25,357.99,1.00,0,bicycle
435.37,0.00,484.23,255.95,1.00,0,bicycle
471.88,0.85,536.24,251.26,1.00,0,bicycle
506.22,137.69,574.90,356.78,1.00,0,bicycle
547.33,147.11,630.62,338.52,1.00,0,bicycle
9.46,88.65,89.24,279.39,1.00,0,bicycle
40.83,179.51,106.00,379.26,1.00,0,bicycle
63.82,182.40,130.61,398.01,1.00,0,bicycle
118.17,66.30,188.48,264.24,1.00,0,bicycle
74.09,46.83,135.48,252.35,1.00,0,bicycle
383.99,9.69,428.34,239.73,1.00,0,bicycle
551.47,617.57,566.28,640.00,1.00,1,saddle
442.19,612.83,456.40,640.00,1.00,1,saddle
28.43,552.81,36.43,575.71,1.00,1,saddle
6.52,569.39,19.55,599.80,1.00,1,saddle
106.30,457.19,160.30,638.12,1.00,0,bicycle
69.83,462.84,106.58,636.62,1.00,0,bicycle
35.90,469.63,78.88,633.22,1.00,0,bicycle
524.31,455.17,579.05,640.00,1.00,0,bicycle
