x1,y1,x2,y2,confidence,class_id,class_name
152.30,145.81,204.83,256.60,1.00,0,bicycle
355.28,137.36,403.15,253.89,1.00,0,bicycle
542.88,173.59,603.10,255.40,1.00,0,bicycle
170.00,374.94,216.32,484.05,1.00,0,bicycle
106.69,358.34,145.29,462.44,1.00,0,bicycle
76.23,340.53,116.73,453.94,1.00,0,bicycle
51.11,356.67,102.83,459.35,1.00,0,bicycle
100.52,157.89,152.24,266.34,1.00,0,bicycle
69.64,159.81,109.74,258.72,1.00,0,bicycle
387.47,181.43,402.26,201.06,1.00,1,saddle
595.47,178.11,605.43,193.21,1.00,1,saddle
154.72,183.25,167.40,204.08,1.00,1,saddle
107.92,163.62,119.40,179.32,1.00,1,saddle
49.96,203.47,63.25,219.47,1.00,1,saddle
36.98,399.09,51.47,413.28,1.00,1,saddle
54.79,373.74,64.45,391.25,1.00,1,saddle
144.45,420.83,155.62,444.68,1.00,1,saddle
