x1,y1,x2,y2,confidence,class_id,class_name
404.49,276.88,605.17,372.33,1.00,0,bicycle
431.46,174.98,599.25,242.90,1.00,0,bicycle
411.99,35.16,570.34,164.09,1.00,0,bicycle
421.64,0.00,564.81,90.65,1.00,0,bicycle
51.00,108.53,215.20,194.78,1.00,0,bicycle
29.85,276.88,205.54,345.97,1.00,0,bicycle
24.26,380.54,208.36,443.56,1.00,0,bicycle
406.45,550.51,580.08,639.20,1.00,0,bicycle
59.71,339.90,244.43,406.85,1.00,0,bicycle
495.48,298.95,530.59,338.57,1.00,1,saddle
518.44,176.49,547.70,203.50,1.00,1,saddle
485.57,36.62,512.14,61.23,1.00,1,saddle
104.45,456.23,136.87,483.24,1.00,1,saddle
77.44,410.01,112.56,449.03,1.00,1,saddle
129.22,362.58,162.53,399.20,1.00,1,saddle
79.69,287.54,109.40,321.16,1.00,1,saddle
108.05,123.66,139.12,158.48,1.00,1,saddle
474.01,618.43,503.37,640.00,1.00,1,saddle
98.28,604.84,127.04,628.81,1.00,1,saddle
47.27,405.42,230.75,508.25,1.00,0,bicycle
