x1,y1,x2,y2,confidence,class_id,class_name
177.66,376.79,234.34,481.99,1.00,0,bicycle
151.18,369.06,217.74,481.99,1.00,0,bicycle
340.47,359.25,407.02,475.54,1.00,0,bicycle
361.69,376.45,424.95,500.16,1.00,0,bicycle
380.25,381.23,441.54,501.56,1.00,0,bicycle
472.18,352.56,532.91,457.71,1.00,0,bicycle
228.17,374.62,267.77,487.61,1.00,0,bicycle
160.96,411.83,178.36,431.31,1.00,1,saddle
178.36,423.43,193.69,442.91,1.00,1,saddle
232.64,427.16,249.21,448.29,1.00,1,saddle
363.98,402.72,378.90,425.09,1.00,1,saddle
392.98,429.24,407.48,452.02,1.00,1,saddle
414.53,428.41,431.93,449.95,1.00,1,saddle
443.79,425.09,461.35,442.49,1.00,1,saddle
503.61,395.26,520.18,413.08,1.00,1,saddle
