x1,y1,x2,y2,confidence,class_id,class_name
221.86,140.01,256.73,251.68,1.00,0,bicycle
157.32,143.14,198.44,257.38,1.00,0,bicycle
66.75,191.80,110.55,291.22,1.00,0,bicycle
549.06,176.19,589.07,253.99,1.00,0,bicycle
315.14,298.00,412.62,393.75,1.00,0,bicycle
417.57,257.38,542.11,290.28,1.00,0,bicycle
164.59,369.02,202.42,482.51,1.00,0,bicycle
109.69,294.34,170.33,397.92,1.00,0,bicycle
341.83,322.71,366.56,348.73,1.00,1,saddle
532.60,249.58,550.81,265.97,1.00,1,saddle
596.88,179.05,602.08,192.84,1.00,1,saddle
55.82,392.45,67.79,408.85,1.00,1,saddle
104.23,394.53,118.80,413.79,1.00,1,saddle
77.16,352.11,90.44,369.81,1.00,1,saddle
53.74,238.13,65.19,255.82,1.00,1,saddle
156.02,144.44,170.85,160.31,1.00,1,saddle
218.48,178.53,238.00,199.35,1.00,1,saddle
32.40,442.94,117.76,484.06,1.00,0,bicycle
64.93,362.26,104.49,455.17,1.00,0,bicycle
