x1,y1,x2,y2,confidence,class_id,class_name
57.49,131.89,84.12,181.77,1.00,1,saddle
87.93,131.89,108.22,186.00,1.00,1,saddle
143.73,234.19,176.70,284.07,1.00,1,saddle
245.81,189.38,274.98,240.95,1.00,1,saddle
287.03,100.61,319.37,160.63,1.00,1,saddle
429.70,260.40,456.33,304.36,1.00,1,saddle
329.51,257.01,358.68,299.29,1.00,1,saddle
482.33,116.67,509.59,169.93,1.00,1,saddle
535.59,121.58,561.54,165.71,1.00,1,saddle
567.29,268.85,598.36,315.35,1.00,1,saddle
11.20,288.30,32.76,327.19,1.00,1,saddle
104.41,558.84,127.24,604.49,1.00,1,saddle
335.85,589.52,362.60,640.00,1.00,1,saddle
376.43,225.73,417.01,270.54,1.00,1,saddle
353.61,102.30,413.84,339.02,1.00,0,bicycle
403.06,124.28,462.67,365.23,1.00,0,bicycle
431.60,0.00,476.62,251.94,1.00,0,bicycle
290.83,0.00,328.24,252.79,1.00,0,bicycle
166.55,97.23,217.28,344.94,1.00,0,bicycle
119.00,32.97,177.33,270.54,1.00,0,bicycle
74.61,162.33,131.04,389.75,1.00,0,bicycle
500.71,138.65,577.44,356.78,1.00,0,bicycle
486.13,23.67,540.66,247.71,1.00,0,bicycle
106.36,457.66,161.71,640.00,1.00,0,bicycle
69.66,460.98,110.09,640.00,1.00,0,bicycle
31.72,465.13,80.23,640.00,1.00,0,bicycle
521.86,456.00,577.83,640.00,1.00,0,bicycle
56.86,550.04,72.56,574.13,1.00,1,saddle
4.15,573.34,21.03,599.01,1.00,1,saddle
546.74,144.88,633.51,336.40,1.00,0,bicycle
378.81,11.40,431.82,240.05,1.00,0,bicycle
329.05,104.60,357.18,350.62,1.00,0,bicycle
228.35,58.40,286.70,264.14,1.00,0,bicycle
84.41,36.68,140.39,263.74,1.00,0,bicycle
46.50,180.02,108.10,381.03,1.00,0,bicycle
8.00,96.31,89.74,279.14,1.00,0,bicycle
550.59,615.99,566.28,640.00,1.00,1,saddle
