x1,y1,x2,y2,confidence,class_id,class_name
111.39,296.75,145.63,339.87,1.00,1,saddle
30.86,281.53,49.88,320.42,1.00,1,saddle
70.17,383.83,94.90,429.48,1.00,1,saddle
201.43,355.93,229.33,397.36,1.00,1,saddle
233.13,422.72,261.03,464.99,1.00,1,saddle
349.80,455.69,375.16,495.43,1.00,1,saddle
281.96,472.60,304.15,525.02,1.00,1,saddle
298.44,459.92,321.90,497.97,1.00,1,saddle
401.16,400.74,424.62,454.85,1.00,1,saddle
441.11,437.94,467.11,492.05,1.00,1,saddle
474.72,445.55,500.71,481.90,1.00,1,saddle
514.66,483.59,536.22,525.86,1.00,1,saddle
583.78,474.29,594.56,509.80,1.00,1,saddle
572.36,339.02,597.73,375.38,1.00,1,saddle
555.24,5.92,579.97,42.27,1.00,1,saddle
514.03,366.92,538.12,395.67,1.00,1,saddle
0.00,254.48,61.29,462.46,1.00,0,bicycle
43.54,240.11,141.82,422.72,1.00,0,bicycle
139.29,233.34,186.84,442.17,1.00,0,bicycle
231.86,343.25,285.13,534.32,1.00,0,bicycle
297.81,311.12,339.66,545.31,1.00,0,bicycle
274.98,400.74,316.83,636.62,1.00,0,bicycle
328.24,388.90,373.26,635.77,1.00,0,bicycle
374.53,323.80,415.75,541.93,1.00,0,bicycle
407.50,365.23,446.18,584.20,1.00,0,bicycle
430.96,368.61,479.79,596.04,1.00,0,bicycle
463.94,391.44,513.39,612.10,1.00,0,bicycle
501.35,408.35,580.29,601.11,1.00,0,bicycle
506.42,284.34,588.38,481.06,1.00,0,bicycle
482.02,0.00,544.84,164.09,1.00,0,bicycle
151.14,463.47,174.77,505.76,1.00,1,saddle
84.59,316.68,148.03,522.35,1.00,0,bicycle
120.66,389.66,224.53,554.69,1.00,0,bicycle
