x1,y1,x2,y2,confidence,class_id,class_name
331.60,384.00,377.60,640.00,1.00,0,bicycle
280.00,384.53,313.60,636.80,1.00,0,bicycle
237.20,345.07,274.00,595.73,1.00,0,bicycle
382.30,376.44,438.20,614.97,1.00,0,bicycle
468.40,394.67,512.00,614.40,1.00,0,bicycle
79.20,346.62,138.70,561.20,1.00,0,bicycle
191.01,275.27,245.32,514.34,1.00,0,bicycle
161.46,377.50,216.97,593.14,1.00,0,bicycle
503.60,275.20,584.00,486.40,1.00,0,bicycle
520.80,395.20,581.20,610.13,1.00,0,bicycle
546.40,368.00,633.60,559.47,1.00,0,bicycle
492.80,0.00,540.80,168.00,1.00,0,bicycle
352.00,450.67,376.00,502.93,1.00,1,saddle
282.40,473.60,301.60,518.93,1.00,1,saddle
235.20,423.47,258.00,466.13,1.00,1,saddle
186.22,346.62,218.57,393.48,1.00,1,saddle
69.22,419.03,90.78,463.76,1.00,1,saddle
482.53,394.01,507.29,436.61,1.00,1,saddle
574.80,336.53,594.40,373.87,1.00,1,saddle
581.60,468.80,597.20,510.93,1.00,1,saddle
607.20,428.80,619.20,460.80,1.00,1,saddle
557.60,7.47,580.00,41.07,1.00,1,saddle
628.40,53.33,640.00,80.00,1.00,1,saddle
389.88,1.60,416.64,46.86,1.00,1,saddle
156.67,457.90,179.83,506.89,1.00,1,saddle
427.02,471.75,453.78,514.88,1.00,1,saddle
431.41,312.01,494.91,542.03,1.00,0,bicycle
