x1,y1,x2,y2,confidence,class_id,class_name
0.00,151.66,29.85,179.85,1.00,1,saddle
14.93,202.24,41.05,232.10,1.00,1,saddle
12.44,277.71,46.65,305.90,1.00,1,saddle
36.57,465.12,72.07,503.88,1.00,1,saddle
46.71,548.88,82.10,572.10,1.00,1,saddle
67.64,605.34,99.97,640.00,1.00,1,saddle
483.89,523.17,515.61,558.83,1.00,1,saddle
474.72,425.26,509.39,455.69,1.00,1,saddle
450.30,347.48,485.13,378.05,1.00,1,saddle
435.37,271.39,472.81,304.24,1.00,1,saddle
401.80,168.24,431.02,196.44,1.00,1,saddle
279.42,199.52,423.36,314.50,1.00,0,bicycle
362.60,144.19,507.52,272.73,1.00,0,bicycle
378.97,225.73,529.29,327.19,1.00,0,bicycle
396.09,286.00,536.13,391.44,1.00,0,bicycle
415.75,370.30,569.72,475.14,1.00,0,bicycle
438.57,428.64,597.09,567.29,1.00,0,bicycle
8.67,538.55,174.80,640.00,1.00,0,bicycle
0.00,485.28,157.68,576.59,1.00,0,bicycle
0.00,414.27,165.92,508.11,1.00,0,bicycle
0.00,307.74,130.41,383.83,1.00,0,bicycle
0.00,255.32,143.09,327.19,1.00,0,bicycle
0.00,196.14,127.24,268.85,1.00,0,bicycle
310.49,0.00,442.38,136.12,1.00,0,bicycle
0.00,160.78,100.14,205.56,1.00,0,bicycle
21.15,78.68,39.81,101.07,1.00,1,saddle
313.47,248.68,338.35,270.24,1.00,1,saddle
7.46,334.10,35.45,360.63,1.00,1,saddle
2.49,364.78,154.25,417.03,1.00,0,bicycle
