x1,y1,x2,y2,confidence,class_id,class_name
411.09,609.64,444.04,638.40,1.00,1,saddle
348.16,444.24,380.52,484.19,1.00,1,saddle
435.06,488.19,465.62,516.95,1.00,1,saddle
401.50,386.72,433.26,417.88,1.00,1,saddle
437.45,323.60,473.41,348.36,1.00,1,saddle
416.48,225.32,454.23,259.68,1.00,1,saddle
426.07,117.45,456.03,152.61,1.00,1,saddle
361.95,51.94,391.31,83.10,1.00,1,saddle
425.74,7.94,449.55,30.26,1.00,1,saddle
62.51,2.98,87.44,25.80,1.00,1,saddle
51.72,49.12,71.81,65.49,1.00,1,saddle
78.16,211.18,107.74,241.50,1.00,1,saddle
40.93,259.47,64.00,287.25,1.00,1,saddle
32.37,364.65,55.44,393.92,1.00,1,saddle
56.19,546.72,79.63,575.00,1.00,1,saddle
354.16,525.74,501.57,623.22,1.00,0,bicycle
370.34,441.05,538.13,508.16,1.00,0,bicycle
295.43,417.88,473.41,467.42,1.00,0,bicycle
340.37,346.77,493.78,419.48,1.00,0,bicycle
370.34,311.61,552.51,354.76,1.00,0,bicycle
363.15,226.12,560.30,287.64,1.00,0,bicycle
352.96,116.65,531.54,234.91,1.00,0,bicycle
303.22,55.93,475.81,156.60,1.00,0,bicycle
55.13,571.29,171.98,639.20,1.00,0,bicycle
8.39,499.38,155.81,570.49,1.00,0,bicycle
13.78,329.99,157.60,389.11,1.00,0,bicycle
40.15,257.28,210.94,310.01,1.00,0,bicycle
27.57,214.93,189.36,270.86,1.00,0,bicycle
26.97,37.55,171.99,97.48,1.00,0,bicycle
24.76,19.21,137.77,76.24,1.00,0,bicycle
366.26,18.01,531.50,117.66,1.00,0,bicycle
3.60,451.44,138.43,501.77,1.00,0,bicycle
28.76,496.98,50.34,517.75,1.00,1,saddle
