x1,y1,x2,y2,confidence,class_id,class_name
368.81,119.66,470.36,188.14,1.00,0,bicycle
227.11,138.55,288.51,248.76,1.00,0,bicycle
250.19,365.28,309.06,486.04,1.00,0,bicycle
173.58,374.71,235.77,488.07,1.00,0,bicycle
149.96,363.69,223.17,482.56,1.00,0,bicycle
408.17,360.54,491.61,474.69,1.00,0,bicycle
525.46,359.75,599.46,451.07,1.00,0,bicycle
409.74,167.67,492.40,273.16,1.00,0,bicycle
470.36,155.08,556.16,210.18,1.00,0,bicycle
236.56,137.76,257.02,157.44,1.00,1,saddle
161.77,409.35,178.30,435.33,1.00,1,saddle
173.58,420.37,197.98,447.92,1.00,1,saddle
258.60,415.65,279.85,437.69,1.00,1,saddle
464.06,397.54,481.38,425.88,1.00,1,saddle
564.82,418.01,579.78,439.26,1.00,1,saddle
405.41,121.75,429.55,140.65,1.00,1,saddle
444.25,171.61,460.52,192.08,1.00,1,saddle
516.67,155.87,529.79,170.04,1.00,1,saddle
