x1,y1,x2,y2,confidence,class_id,class_name
411.09,609.64,444.04,636.01,1.00,1,saddle
379.93,457.03,409.89,495.38,1.00,1,saddle
435.06,488.19,465.62,516.15,1.00,1,saddle
401.50,386.72,433.26,417.88,1.00,1,saddle
437.45,323.60,473.41,348.36,1.00,1,saddle
424.27,71.91,454.23,107.07,1.00,1,saddle
425.74,7.94,449.55,30.26,1.00,1,saddle
86.90,355.06,114.17,385.13,1.00,1,saddle
31.40,414.06,55.67,443.58,1.00,1,saddle
56.19,546.72,79.63,575.00,1.00,1,saddle
354.16,525.74,501.57,623.22,1.00,0,bicycle
370.34,441.05,538.13,508.16,1.00,0,bicycle
321.80,413.88,491.39,488.19,1.00,0,bicycle
340.37,338.78,494.38,419.48,1.00,0,bicycle
370.34,311.61,552.51,354.76,1.00,0,bicycle
349.96,75.91,522.55,180.57,1.00,0,bicycle
55.13,571.29,145.62,639.20,1.00,0,bicycle
8.39,499.38,155.81,570.49,1.00,0,bicycle
44.94,322.80,214.53,389.11,1.00,0,bicycle
362.67,18.01,531.50,117.66,1.00,0,bicycle
3.00,391.51,149.21,443.45,1.00,0,bicycle
28.16,500.18,47.34,516.95,1.00,1,saddle
4.79,449.04,139.63,508.16,1.00,0,bicycle
55.13,190.96,222.92,252.48,1.00,0,bicycle
115.06,188.56,145.02,221.32,1.00,1,saddle
384.72,130.24,417.68,161.40,1.00,1,saddle
361.95,49.54,390.71,81.50,1.00,1,saddle
301.98,43.11,476.34,154.44,1.00,0,bicycle
47.94,256.48,70.71,280.45,1.00,1,saddle
50.94,251.69,222.92,301.22,1.00,0,bicycle
14.98,73.51,148.61,142.22,1.00,0,bicycle
44.94,75.11,66.52,103.07,1.00,1,saddle
62.92,0.00,86.89,26.37,1.00,1,saddle
24.76,19.21,137.77,76.24,1.00,0,bicycle
67.12,124.64,95.28,155.01,1.00,1,saddle
29.36,128.64,178.58,205.34,1.00,0,bicycle
384.72,278.05,410.49,308.41,1.00,1,saddle
315.81,265.27,485.39,330.79,1.00,0,bicycle
326.59,131.84,502.77,237.30,1.00,0,bicycle
363.15,226.12,560.30,287.64,1.00,0,bicycle
417.08,222.92,453.03,255.68,1.00,1,saddle
