x1,y1,x2,y2,confidence,class_id,class_name
10.57,76.09,39.74,110.75,1.00,1,saddle
9.30,200.37,39.10,248.56,1.00,1,saddle
0.42,148.80,21.35,174.16,1.00,1,saddle
8.03,268.85,44.17,317.04,1.00,1,saddle
6.13,325.50,39.10,368.61,1.00,1,saddle
35.93,454.00,67.64,506.42,1.00,1,saddle
43.54,541.93,82.22,580.82,1.00,1,saddle
474.08,414.27,513.39,465.84,1.00,1,saddle
451.89,339.02,488.03,390.59,1.00,1,saddle
431.60,270.54,475.98,317.89,1.00,1,saddle
395.46,163.17,439.84,209.67,1.00,1,saddle
279.42,201.22,425.26,307.74,1.00,0,bicycle
372.63,125.97,515.93,241.80,1.00,0,bicycle
338.39,43.12,501.98,198.68,1.00,0,bicycle
311.12,0.00,424.62,82.01,1.00,0,bicycle
375.16,213.90,550.17,329.72,1.00,0,bicycle
395.46,283.22,588.22,398.20,1.00,0,bicycle
409.41,357.62,586.95,464.99,1.00,0,bicycle
436.67,431.18,600.26,560.53,1.00,0,bicycle
178.60,305.21,264.83,561.37,1.00,0,bicycle
0.00,185.15,125.97,259.55,1.00,0,bicycle
0.00,99.76,129.78,164.02,1.00,0,bicycle
0.00,257.86,132.95,322.11,1.00,0,bicycle
0.00,313.66,119.63,373.69,1.00,0,bicycle
0.00,421.03,159.58,504.73,1.00,0,bicycle
11.20,498.30,157.36,587.86,1.00,0,bicycle
485.13,525.66,516.23,565.47,1.00,1,saddle
312.23,245.36,339.59,271.90,1.00,1,saddle
383.75,90.29,406.76,122.63,1.00,1,saddle
