x1,y1,x2,y2,confidence,class_id,class_name
0.00,147.95,25.79,180.92,1.00,1,saddle
11.20,201.41,38.56,231.27,1.00,1,saddle
9.95,275.22,44.78,309.22,1.00,1,saddle
4.98,337.42,33.59,363.12,1.00,1,saddle
37.32,464.30,72.71,503.88,1.00,1,saddle
42.27,546.39,84.76,577.44,1.00,1,saddle
485.13,526.49,516.85,559.66,1.00,1,saddle
476.42,422.83,510.01,457.66,1.00,1,saddle
454.03,348.20,485.13,379.71,1.00,1,saddle
437.24,276.05,468.96,305.90,1.00,1,saddle
399.26,158.10,436.04,204.60,1.00,1,saddle
15.64,72.71,44.17,106.53,1.00,1,saddle
169.72,371.15,313.47,576.25,1.00,0,bicycle
274.35,183.46,394.82,316.20,1.00,0,bicycle
366.96,143.36,509.39,260.29,1.00,0,bicycle
318.73,0.00,448.08,147.11,1.00,0,bicycle
374.42,230.44,541.11,325.50,1.00,0,bicycle
394.95,287.66,551.06,397.95,1.00,0,bicycle
411.94,371.42,577.18,459.92,1.00,0,bicycle
439.21,429.48,601.53,557.15,1.00,0,bicycle
0.00,486.98,160.21,593.50,1.00,0,bicycle
0.00,416.80,158.94,507.27,1.00,0,bicycle
0.00,306.05,123.43,393.13,1.00,0,bicycle
0.00,253.63,136.75,320.42,1.00,0,bicycle
0.00,184.31,129.14,246.02,1.00,0,bicycle
0.00,100.61,130.41,160.63,1.00,0,bicycle
0.00,152.48,98.89,203.90,1.00,0,bicycle
0.62,362.29,149.27,417.03,1.00,0,bicycle
313.47,243.71,340.21,270.24,1.00,1,saddle
223.91,531.47,255.63,572.93,1.00,1,saddle
