x1,y1,x2,y2,confidence,class_id,class_name
67.03,239.28,151.35,482.88,1.00,0,bicycle
64.86,301.26,91.89,343.06,1.00,1,saddle
135.14,172.97,163.24,213.33,1.00,1,saddle
187.03,131.17,216.22,172.97,1.00,1,saddle
270.27,134.05,294.05,194.59,1.00,1,saddle
358.92,110.99,385.95,164.32,1.00,1,saddle
494.05,89.37,521.08,132.61,1.00,1,saddle
68.11,487.21,86.49,527.57,1.00,1,saddle
458.38,578.02,483.24,614.05,1.00,1,saddle
569.73,99.46,593.51,145.59,1.00,1,saddle
427.03,475.68,488.65,640.00,1.00,0,bicycle
336.22,8.65,388.11,242.16,1.00,0,bicycle
262.70,7.21,326.49,273.87,1.00,0,bicycle
424.86,10.09,520.00,224.87,1.00,0,bicycle
178.38,46.13,248.65,260.90,1.00,0,bicycle
127.57,165.77,249.73,322.88,1.00,0,bicycle
501.62,15.86,597.84,234.95,1.00,0,bicycle
605.41,125.41,627.03,168.65,1.00,1,saddle
566.49,575.14,592.43,609.73,1.00,1,saddle
498.38,516.04,590.27,631.35,1.00,0,bicycle
65.95,471.35,171.89,638.56,1.00,0,bicycle
477.67,142.53,584.65,298.44,1.00,0,bicycle
