x1,y1,x2,y2,confidence,class_id,class_name
446.42,379.43,509.06,483.02,1.00,0,bicycle
478.11,374.34,533.96,475.47,1.00,0,bicycle
512.87,200.74,585.29,287.33,1.00,0,bicycle
545.39,209.10,601.97,284.38,1.00,0,bicycle
548.34,357.69,600.55,433.46,1.00,0,bicycle
568.39,221.40,612.42,293.97,1.00,0,bicycle
584.62,225.58,624.23,295.69,1.00,0,bicycle
570.88,360.30,614.78,428.12,1.00,0,bicycle
498.85,426.12,515.28,444.26,1.00,1,saddle
520.41,415.85,530.68,430.57,1.00,1,saddle
617.27,380.26,628.57,392.92,1.00,1,saddle
631.99,372.73,639.18,388.47,1.00,1,saddle
606.66,381.28,616.25,397.37,1.00,1,saddle
573.81,238.22,582.70,253.62,1.00,1,saddle
