x1,y1,x2,y2,confidence,class_id,class_name
402.43,168.24,436.04,191.92,1.00,1,saddle
434.14,270.54,472.81,312.81,1.00,1,saddle
449.99,344.10,486.76,381.29,1.00,1,saddle
473.45,424.41,511.49,462.46,1.00,1,saddle
9.93,272.23,42.91,313.66,1.00,1,saddle
5.50,329.72,31.49,369.46,1.00,1,saddle
45.44,464.15,68.27,499.66,1.00,1,saddle
56.86,543.62,80.32,574.90,1.00,1,saddle
193.82,39.74,214.74,66.79,1.00,1,saddle
370.73,225.46,549.19,334.80,1.00,0,bicycle
371.36,116.67,513.39,245.18,1.00,0,bicycle
395.57,297.60,536.75,394.64,1.00,0,bicycle
411.31,377.91,571.58,459.32,1.00,0,bicycle
435.40,428.64,600.90,557.99,1.00,0,bicycle
182.23,42.19,278.15,250.25,1.00,0,bicycle
307.32,0.00,422.09,89.62,1.00,0,bicycle
280.05,207.98,420.82,327.19,1.00,0,bicycle
341.46,72.04,487.62,187.31,1.00,0,bicycle
5.50,506.42,157.04,596.04,1.00,0,bicycle
0.00,411.73,157.68,520.79,1.00,0,bicycle
1.06,246.02,130.41,332.26,1.00,0,bicycle
0.00,198.68,129.14,236.72,1.00,0,bicycle
0.00,102.30,134.21,147.95,1.00,0,bicycle
310.98,247.85,338.35,276.88,1.00,1,saddle
386.86,88.63,406.14,116.00,1.00,1,saddle
19.90,207.22,35.45,228.78,1.00,1,saddle
21.77,77.85,37.94,101.90,1.00,1,saddle
483.89,526.49,513.74,559.66,1.00,1,saddle
1.87,309.22,117.55,394.64,1.00,0,bicycle
