x1,y1,x2,y2,confidence,class_id,class_name
404.49,292.63,601.44,356.49,1.00,0,bicycle
431.46,174.98,599.25,242.90,1.00,0,bicycle
411.99,35.16,570.96,165.75,1.00,0,bicycle
421.64,0.00,564.81,90.65,1.00,0,bicycle
59.09,99.41,218.13,202.15,1.00,0,bicycle
40.43,278.54,205.54,345.97,1.00,0,bicycle
85.65,422.83,281.75,499.95,1.00,0,bicycle
39.18,380.54,210.85,456.83,1.00,0,bicycle
406.45,550.51,580.08,639.20,1.00,0,bicycle
268.07,15.65,314.71,259.46,1.00,0,bicycle
67.79,341.56,244.43,406.85,1.00,0,bicycle
495.48,298.95,530.59,338.57,1.00,1,saddle
518.44,176.49,547.70,203.50,1.00,1,saddle
485.57,36.62,512.14,61.23,1.00,1,saddle
160.18,471.41,199.19,500.02,1.00,1,saddle
77.44,410.01,112.56,449.03,1.00,1,saddle
129.22,362.58,162.53,399.20,1.00,1,saddle
79.69,287.54,109.40,321.16,1.00,1,saddle
108.05,123.66,139.12,158.48,1.00,1,saddle
474.01,618.43,503.37,640.00,1.00,1,saddle
84.08,521.75,120.09,556.75,1.00,1,saddle
54.11,432.78,179.13,522.35,1.00,0,bicycle
