x1,y1,x2,y2,confidence,class_id,class_name
404.49,292.43,608.24,353.96,1.00,0,bicycle
55.98,106.87,214.58,204.73,1.00,0,bicycle
412.96,261.19,588.58,300.65,1.00,0,bicycle
53.07,343.22,245.05,407.85,1.00,0,bicycle
12.44,379.71,210.22,450.20,1.00,0,bicycle
406.45,550.51,580.08,639.20,1.00,0,bicycle
60.33,455.17,209.60,540.47,1.00,0,bicycle
421.07,118.56,593.35,188.14,1.00,0,bicycle
48.54,514.56,198.41,615.22,1.00,0,bicycle
407.02,56.43,568.54,163.96,1.00,0,bicycle
423.77,12.74,571.85,88.55,1.00,0,bicycle
408.47,427.81,565.36,527.99,1.00,0,bicycle
401.85,353.17,589.00,437.07,1.00,0,bicycle
495.48,298.95,530.59,338.57,1.00,1,saddle
77.44,410.01,112.56,449.03,1.00,1,saddle
129.22,362.58,162.53,399.20,1.00,1,saddle
503.57,252.23,533.28,285.84,1.00,1,saddle
109.25,123.66,139.72,159.28,1.00,1,saddle
474.01,618.43,503.37,640.00,1.00,1,saddle
90.07,524.14,120.09,556.75,1.00,1,saddle
98.28,605.64,127.64,628.01,1.00,1,saddle
483.77,28.21,513.04,57.03,1.00,1,saddle
502.83,483.70,536.28,512.83,1.00,1,saddle
506.53,389.64,538.03,427.19,1.00,1,saddle
