x1,y1,x2,y2,confidence,class_id,class_name
53.20,107.21,211.15,201.06,1.00,0,bicycle
40.10,195.60,207.88,294.90,1.00,0,bicycle
49.92,274.17,223.43,364.74,1.00,0,bicycle
41.74,348.37,247.16,402.93,1.00,0,bicycle
29.46,385.47,211.15,457.49,1.00,0,bicycle
40.10,460.77,208.70,545.88,1.00,0,bicycle
40.10,538.24,198.06,623.36,1.00,0,bicycle
417.39,4.64,561.43,95.21,1.00,0,bicycle
407.57,65.75,563.07,168.32,1.00,0,bicycle
423.94,180.32,599.08,243.61,1.00,0,bicycle
414.94,243.61,604.81,301.45,1.00,0,bicycle
400.20,292.72,608.08,369.10,1.00,0,bicycle
404.30,375.65,581.07,470.59,1.00,0,bicycle
399.39,546.97,564.71,640.00,1.00,0,bicycle
100.67,119.22,135.86,160.68,1.00,1,saddle
67.11,193.42,101.48,231.61,1.00,1,saddle
124.40,371.29,162.05,404.02,1.00,1,saddle
67.93,411.66,111.30,456.40,1.00,1,saddle
76.93,528.42,118.67,568.80,1.00,1,saddle
509.87,166.14,543.43,202.15,1.00,1,saddle
485.32,294.90,522.15,341.82,1.00,1,saddle
486.14,429.12,522.97,472.77,1.00,1,saddle
465.68,609.17,503.32,640.00,1.00,1,saddle
94.94,603.72,121.94,634.27,1.00,1,saddle
477.95,26.46,509.05,62.47,1.00,1,saddle
