x1,y1,x2,y2,confidence,class_id,class_name
145.29,125.07,200.11,239.32,1.00,0,bicycle
233.31,249.06,364.54,290.70,1.00,0,bicycle
544.05,176.19,591.41,254.78,1.00,0,bicycle
106.69,165.98,163.82,262.49,1.00,0,bicycle
69.64,174.48,121.36,271.75,1.00,0,bicycle
32.58,175.25,77.36,277.15,1.00,0,bicycle
17.14,338.91,65.78,447.00,1.00,0,bicycle
1.70,341.23,26.40,449.31,1.00,0,bicycle
100.52,467.84,211.69,518.79,1.00,0,bicycle
311.39,257.38,335.85,273.52,1.00,1,saddle
597.14,179.83,604.16,194.93,1.00,1,saddle
155.50,167.86,168.51,182.69,1.00,1,saddle
96.94,203.51,108.65,219.39,1.00,1,saddle
10.02,224.07,18.09,239.95,1.00,1,saddle
44.89,213.66,55.30,230.84,1.00,1,saddle
103.45,497.07,117.24,510.08,1.00,1,saddle
