x1,y1,x2,y2,confidence,class_id,class_name
414.97,0.62,542.33,83.54,1.00,0,bicycle
409.21,69.02,585.17,149.22,1.00,0,bicycle
52.38,112.67,210.33,202.15,1.00,0,bicycle
43.38,196.69,206.24,291.63,1.00,0,bicycle
31.92,282.90,225.88,357.10,1.00,0,bicycle
39.28,341.82,249.62,397.48,1.00,0,bicycle
22.92,384.38,207.88,454.22,1.00,0,bicycle
33.56,461.86,209.51,560.07,1.00,0,bicycle
63.02,522.97,195.60,626.63,1.00,0,bicycle
421.48,96.30,585.98,198.87,1.00,0,bicycle
428.03,172.69,594.17,247.98,1.00,0,bicycle
416.57,241.43,608.08,303.63,1.00,0,bicycle
401.02,292.72,606.44,361.47,1.00,0,bicycle
403.48,363.65,594.17,470.59,1.00,0,bicycle
386.29,459.68,578.62,569.89,1.00,0,bicycle
396.11,556.79,564.71,640.00,1.00,0,bicycle
105.73,125.12,131.86,154.97,1.00,1,saddle
69.04,193.42,101.48,225.46,1.00,1,saddle
126.26,364.78,157.98,399.61,1.00,1,saddle
74.01,412.05,111.30,450.20,1.00,1,saddle
86.45,528.15,118.67,558.00,1.00,1,saddle
513.74,169.07,542.35,197.27,1.00,1,saddle
488.24,304.24,523.07,335.76,1.00,1,saddle
489.49,430.29,522.97,472.77,1.00,1,saddle
465.68,614.40,503.32,640.00,1.00,1,saddle
94.94,603.72,121.94,634.27,1.00,1,saddle
471.41,531.47,500.68,568.80,1.00,1,saddle
