x1,y1,x2,y2,confidence,class_id,class_name
54.73,104.39,212.71,202.07,1.00,0,bicycle
40.43,192.29,208.98,292.63,1.00,0,bicycle
44.16,335.84,245.05,397.12,1.00,0,bicycle
32.96,385.83,205.10,456.83,1.00,0,bicycle
33.59,460.98,205.87,550.54,1.00,0,bicycle
44.16,530.16,199.82,621.86,1.00,0,bicycle
388.33,458.49,580.54,560.44,1.00,0,bicycle
379.35,573.82,596.38,639.30,1.00,0,bicycle
403.65,287.66,601.44,363.95,1.00,0,bicycle
429.78,166.86,598.33,249.51,1.00,0,bicycle
406.14,59.60,562.88,164.92,1.00,0,bicycle
406.81,2.82,568.93,85.90,1.00,0,bicycle
106.35,118.99,137.51,159.82,1.00,1,saddle
68.33,190.80,104.24,226.71,1.00,1,saddle
122.19,361.89,162.33,398.50,1.00,1,saddle
71.50,411.88,113.22,455.53,1.00,1,saddle
82.06,526.64,119.02,559.03,1.00,1,saddle
469.12,609.73,503.45,640.00,1.00,1,saddle
469.12,518.90,503.45,568.18,1.00,1,saddle
488.66,297.12,524.57,339.36,1.00,1,saddle
515.59,168.98,544.64,201.36,1.00,1,saddle
479.16,29.57,510.31,67.59,1.00,1,saddle
95.16,607.76,123.15,629.32,1.00,1,saddle
