x1,y1,x2,y2,confidence,class_id,class_name
544.89,171.63,594.77,260.40,1.00,0,bicycle
358.89,136.96,407.08,257.86,1.00,0,bicycle
81.59,165.71,153.45,267.16,1.00,0,bicycle
0.00,188.53,53.69,262.93,1.00,0,bicycle
84.97,360.16,144.99,474.29,1.00,0,bicycle
21.56,344.10,62.99,443.01,1.00,0,bicycle
0.42,345.79,35.93,440.48,1.00,0,bicycle
201.13,92.08,300.75,167.55,1.00,0,bicycle
596.86,179.37,604.65,193.96,1.00,1,saddle
385.79,183.14,401.38,201.26,1.00,1,saddle
218.24,96.10,237.61,108.18,1.00,1,saddle
105.79,169.06,119.37,179.12,1.00,1,saddle
86.92,398.99,101.01,416.86,1.00,1,saddle
