x1,y1,x2,y2,confidence,class_id,class_name
407.57,77.75,558.98,144.31,1.00,0,bicycle
421.48,108.30,581.07,198.87,1.00,0,bicycle
425.58,172.69,590.90,249.07,1.00,0,bicycle
414.94,239.25,606.45,299.27,1.00,0,bicycle
402.66,291.63,603.99,357.10,1.00,0,bicycle
405.12,361.47,586.80,472.77,1.00,0,bicycle
386.29,456.40,562.25,572.07,1.00,0,bicycle
394.48,555.70,572.07,640.00,1.00,0,bicycle
57.29,110.49,215.24,202.15,1.00,0,bicycle
46.65,196.69,203.78,298.18,1.00,0,bicycle
45.01,286.17,225.06,356.01,1.00,0,bicycle
40.10,350.55,247.98,400.75,1.00,0,bicycle
20.46,388.75,207.06,464.04,1.00,0,bicycle
36.01,464.04,197.24,561.16,1.00,0,bicycle
50.74,524.00,195.30,634.27,1.00,0,bicycle
105.11,119.22,135.86,156.63,1.00,1,saddle
68.42,193.42,101.48,227.95,1.00,1,saddle
124.40,371.29,162.05,404.02,1.00,1,saddle
70.90,413.71,109.47,449.37,1.00,1,saddle
89.56,529.81,118.67,560.49,1.00,1,saddle
509.87,166.14,543.43,202.15,1.00,1,saddle
485.32,294.90,522.15,341.82,1.00,1,saddle
486.14,429.12,522.97,472.77,1.00,1,saddle
465.68,609.17,503.32,640.00,1.00,1,saddle
94.94,603.72,121.94,634.27,1.00,1,saddle
504.14,99.57,538.52,124.67,1.00,1,saddle
469.77,525.15,503.32,570.98,1.00,1,saddle
