x1,y1,x2,y2,confidence,class_id,class_name
304.87,185.22,336.22,231.35,1.00,1,saddle
114.59,205.41,141.62,248.65,1.00,1,saddle
0.00,133.33,20.54,165.05,1.00,1,saddle
191.35,116.04,221.62,159.28,1.00,1,saddle
171.89,88.65,195.68,130.45,1.00,1,saddle
367.57,237.12,395.68,277.48,1.00,1,saddle
433.51,169.37,451.89,215.50,1.00,1,saddle
448.65,152.07,472.43,198.20,1.00,1,saddle
540.54,310.63,558.92,355.32,1.00,1,saddle
580.54,175.14,596.76,215.50,1.00,1,saddle
611.89,189.55,633.51,227.03,1.00,1,saddle
298.38,619.10,322.16,640.00,1.00,1,saddle
484.32,604.68,509.19,639.28,1.00,1,saddle
20.54,39.64,77.84,234.23,1.00,0,bicycle
40.00,78.56,105.95,281.80,1.00,0,bicycle
123.24,118.92,201.08,319.28,1.00,0,bicycle
222.70,20.90,281.08,283.24,1.00,0,bicycle
166.49,9.37,222.70,231.35,1.00,0,bicycle
298.38,68.47,341.62,309.19,1.00,0,bicycle
352.43,94.41,397.84,343.78,1.00,0,bicycle
383.78,74.23,428.11,297.66,1.00,0,bicycle
433.51,10.81,484.32,265.95,1.00,0,bicycle
487.57,188.11,537.30,407.21,1.00,0,bicycle
527.57,62.70,571.89,296.22,1.00,0,bicycle
574.05,72.79,617.30,276.04,1.00,0,bicycle
583.78,352.43,583.78,353.87,1.00,0,bicycle
447.57,516.76,499.46,640.00,1.00,0,bicycle
469.19,480.72,543.78,633.51,1.00,0,bicycle
291.89,495.14,334.05,640.00,1.00,0,bicycle
68.11,446.13,124.32,633.51,1.00,0,bicycle
67.03,538.38,89.73,575.86,1.00,1,saddle
97.30,590.27,124.32,634.95,1.00,1,saddle
105.95,493.69,148.11,640.00,1.00,0,bicycle
152.43,508.11,198.92,636.40,1.00,0,bicycle
8.09,162.44,21.77,203.07,1.00,1,saddle
220.80,154.14,241.94,198.92,1.00,1,saddle
518.72,570.44,538.62,603.62,1.00,1,saddle
38.56,599.47,62.20,632.64,1.00,1,saddle
