x1,y1,x2,y2,confidence,class_id,class_name
251.70,365.28,309.81,479.25,1.00,0,bicycle
414.72,364.53,481.89,472.76,1.00,0,bicycle
174.28,369.99,236.38,490.69,1.00,0,bicycle
150.66,363.77,223.02,480.63,1.00,0,bicycle
227.99,138.06,278.85,246.46,1.00,0,bicycle
409.65,168.34,488.98,272.49,1.00,0,bicycle
523.49,361.51,600.40,449.92,1.00,0,bicycle
472.83,156.23,552.08,209.06,1.00,0,bicycle
372.11,120.50,473.84,185.30,1.00,0,bicycle
463.27,401.48,484.53,423.52,1.00,1,saddle
566.40,422.73,578.99,440.05,1.00,1,saddle
257.81,418.01,281.43,438.47,1.00,1,saddle
176.73,423.52,197.98,443.99,1.00,1,saddle
161.77,413.28,181.45,432.18,1.00,1,saddle
237.34,139.34,257.02,156.65,1.00,1,saddle
410.53,123.59,431.78,140.91,1.00,1,saddle
441.49,171.00,457.24,188.06,1.00,1,saddle
517.15,156.57,532.90,169.25,1.00,1,saddle
588.00,244.47,600.68,259.34,1.00,1,saddle
