x1,y1,x2,y2,confidence,class_id,class_name
54.97,173.70,125.99,257.08,1.00,0,bicycle
209.37,366.71,258.01,474.02,1.00,0,bicycle
173.09,350.49,212.46,471.70,1.00,0,bicycle
115.18,328.88,174.63,457.03,1.00,0,bicycle
71.95,332.74,122.13,447.77,1.00,0,bicycle
54.97,355.90,107.46,469.38,1.00,0,bicycle
597.14,179.05,604.68,193.62,1.00,1,saddle
544.83,175.67,593.23,255.82,1.00,0,bicycle
49.84,203.77,62.33,217.83,1.00,1,saddle
36.30,398.18,50.10,413.01,1.00,1,saddle
207.03,417.44,223.42,434.61,1.00,1,saddle
90.18,373.72,100.33,393.49,1.00,1,saddle
158.62,409.63,170.33,426.81,1.00,1,saddle
