x1,y1,x2,y2,confidence,class_id,class_name
436.62,281.02,469.58,305.07,1.00,1,saddle
453.16,349.85,485.75,379.71,1.00,1,saddle
478.52,425.32,508.14,458.23,1.00,1,saddle
482.64,527.32,513.74,563.81,1.00,1,saddle
49.25,548.05,83.49,573.76,1.00,1,saddle
31.49,465.12,70.17,498.81,1.00,1,saddle
8.03,276.88,45.44,306.05,1.00,1,saddle
2.96,337.42,29.59,365.61,1.00,1,saddle
0.00,148.80,21.98,179.23,1.00,1,saddle
13.10,80.32,44.81,102.30,1.00,1,saddle
403.03,170.73,432.89,193.12,1.00,1,saddle
240.11,106.53,384.68,253.63,1.00,0,bicycle
278.02,202.06,423.99,310.05,1.00,0,bicycle
381.26,142.53,509.39,247.85,1.00,0,bicycle
375.80,237.90,543.60,333.10,1.00,0,bicycle
393.70,283.51,537.38,396.29,1.00,0,bicycle
408.01,378.88,575.32,459.32,1.00,0,bicycle
435.40,426.98,602.68,563.06,1.00,0,bicycle
0.00,497.12,162.75,595.19,1.00,0,bicycle
0.00,421.88,168.45,512.34,1.00,0,bicycle
0.00,314.19,121.28,380.54,1.00,0,bicycle
0.00,251.94,134.34,310.05,1.00,0,bicycle
0.00,185.15,124.39,261.95,1.00,0,bicycle
0.00,97.23,125.34,175.85,1.00,0,bicycle
263.71,142.53,293.57,173.22,1.00,1,saddle
315.34,245.36,338.35,273.56,1.00,1,saddle
0.00,167.41,100.14,202.24,1.00,0,bicycle
18.04,206.39,37.94,231.27,1.00,1,saddle
4.35,360.64,149.27,417.86,1.00,0,bicycle
