x1,y1,x2,y2,confidence,class_id,class_name
47.89,14.82,204.00,123.46,1.00,0,bicycle
42.29,108.53,222.52,214.74,1.00,0,bicycle
29.23,197.14,202.76,296.78,1.00,0,bicycle
31.10,339.36,247.87,392.98,1.00,0,bicycle
0.00,387.94,203.38,452.72,1.00,0,bicycle
34.21,460.98,204.63,532.28,1.00,0,bicycle
26.12,522.35,197.16,604.80,1.00,0,bicycle
389.92,566.07,582.66,640.00,1.00,0,bicycle
388.33,462.57,572.83,568.19,1.00,0,bicycle
402.59,264.03,618.03,371.75,1.00,0,bicycle
437.86,175.70,601.14,257.69,1.00,0,bicycle
109.52,15.49,141.73,35.20,1.00,1,saddle
104.77,121.10,138.03,162.64,1.00,1,saddle
67.80,193.62,102.66,230.94,1.00,1,saddle
119.55,363.30,160.74,402.02,1.00,1,saddle
70.97,410.47,110.58,455.53,1.00,1,saddle
81.00,533.69,123.25,568.18,1.00,1,saddle
468.60,615.36,507.67,640.00,1.00,1,saddle
474.40,528.05,503.98,572.41,1.00,1,saddle
487.08,297.12,525.63,340.77,1.00,1,saddle
512.42,170.38,543.05,199.96,1.00,1,saddle
496.58,109.13,524.57,140.11,1.00,1,saddle
403.65,105.22,572.83,213.02,1.00,0,bicycle
